id,category,sub_category,name,district,address,lat,lng,google_coordinates,phone,business_hours,description,tags,google_map_url,google_matched_name
MOOVO-YL-011,MOOVO自行車租借站,學校文教,雲林縣立文化觀光處(圖書館),斗六市,大學路三段310號（文化中心旁）,23.69962,120.53135,"23.69962, 120.53135",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於雲林縣立文化觀光處(圖書館)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.69962,120.53135",雲林縣政府文化觀光處
MOOVO-YL-012,MOOVO自行車租借站,機關醫療,成大醫院斗六分院,斗六市,莊敬路345號（成大醫院正門旁）,23.7019318,120.5367764,"23.7019318, 120.5367764",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於成大醫院斗六分院，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,機關醫療","https://www.google.com/maps/search/?api=1&query=23.7019318,120.5367764",國立成功大學醫學院附設醫院斗六分院
MOOVO-YL-013,MOOVO自行車租借站,機關醫療,雲林基督教醫院(斗六分院),斗六市,成功路320號（醫院正門口）,23.71305,120.54865,"23.71305, 120.54865",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於雲林基督教醫院(斗六分院)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,機關醫療","https://www.google.com/maps/search/?api=1&query=23.71305,120.54865",彰化基督教醫療財團法人雲林基督教醫院
MOOVO-YL-014,MOOVO自行車租借站,機關醫療,斗六市公所 / 戶政事務所,斗六市,府前街28號（公所廣場旁）,23.6977667,120.5178184,"23.6977667, 120.5178184",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六市公所 / 戶政事務所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,機關醫療","https://www.google.com/maps/search/?api=1&query=23.6977667,120.5178184",雲林縣斗六市戶政事務所
MOOVO-YL-015,MOOVO自行車租借站,觀光休閒,行啟紀念館 / 公民會館,斗六市,府前街101號（行啟紀念館前園區）,23.70445,120.54112,"23.70445, 120.54112",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於行啟紀念館 / 公民會館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70445,120.54112",歷史建築 斗六行啟記念館
MOOVO-YL-016,MOOVO自行車租借站,購物商圈,斗六家樂福,斗六市,雲林路二段297號（家樂福入口廣場）,23.7015567,120.5215786,"23.7015567, 120.5215786",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六家樂福，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,購物商圈","https://www.google.com/maps/search/?api=1&query=23.7015567,120.5215786",萬家福 斗六店
MOOVO-YL-017,MOOVO自行車租借站,購物商圈,雲林溪美食廣場,斗六市,民生南路與雲林溪水岸旁,23.70642,120.54035,"23.70642, 120.54035",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於雲林溪美食廣場，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,購物商圈","https://www.google.com/maps/search/?api=1&query=23.70642,120.54035",雲林溪美食廣場
MOOVO-YL-018,MOOVO自行車租借站,學校文教,國立斗六高級中學,斗六市,文化路211號（斗六高中大門側）,23.71428,120.54485,"23.71428, 120.54485",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於國立斗六高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.71428,120.54485",國立斗六高級中學
MOOVO-YL-019,MOOVO自行車租借站,學校文教,國立斗六高級家事商業職業學校,斗六市,成功路61號（斗六家商大門）,23.70258,120.54872,"23.70258, 120.54872",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於國立斗六高級家事商業職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.70258,120.54872",國立斗六高級家事商業職業學校
MOOVO-YL-020,MOOVO自行車租借站,學校文教,斗六國中,斗六市,育英北街69號（斗六國中校門旁）,23.71365,120.53695,"23.71365, 120.53695",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.71365,120.53695",雲林縣立斗六國民中學
MOOVO-YL-021,MOOVO自行車租借站,學校文教,雲林國中,斗六市,明德路59號（雲林國中前）,23.70208,120.53852,"23.70208, 120.53852",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於雲林國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.70208,120.53852",雲林縣立雲林國民中學
MOOVO-YL-022,MOOVO自行車租借站,學校文教,鎮南國小,斗六市,南揚街60號（鎮南國小大門）,23.69815,120.54082,"23.69815, 120.54082",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於鎮南國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.69815,120.54082",雲林縣斗六市鎮南國民小學
MOOVO-YL-023,MOOVO自行車租借站,學校文教,鎮東國小,斗六市,文化路（鎮東國小旁）,23.71212,120.54955,"23.71212, 120.54955",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於鎮東國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.71212,120.54955",雲林縣斗六市鎮東國民小學
MOOVO-YL-024,MOOVO自行車租借站,學校文教,鎮西國小,斗六市,西平路3號（鎮西國小校門）,23.70651,120.53612,"23.70651, 120.53612",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於鎮西國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.70651,120.53612",雲林縣斗六市鎮西國民小學
MOOVO-YL-025,MOOVO自行車租借站,觀光休閒,斗六水岸公園 / 社口藝術水岸,斗六市,社口水岸公園步道口,23.70145,120.53638,"23.70145, 120.53638",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六水岸公園 / 社口藝術水岸，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70145,120.53638",斗六藝術水岸園區
MOOVO-YL-026,MOOVO自行車租借站,觀光休閒,斗六繪本館 / 膨鼠森林公園,斗六市,莊敬路膨鼠森林公園大門入口,23.696999,120.5210012,"23.696999, 120.5210012",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六繪本館 / 膨鼠森林公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.696999,120.5210012",斗六膨鼠森林公園
MOOVO-YL-027,MOOVO自行車租借站,觀光休閒,金瓜鼠滾滾樂園,斗六市,莊敬路金瓜鼠園區入口步道,23.70675,120.54942,"23.70675, 120.54942",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於金瓜鼠滾滾樂園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70675,120.54942",金瓜鼠樂園
MOOVO-YL-028,MOOVO自行車租借站,觀光休閒,雲林縣立體育館,斗六市,大學路三段縣立體育館前廣場,23.6958,120.5180428,"23.6958, 120.5180428",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於雲林縣立體育館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.6958,120.5180428",雲林縣立體育館
MOOVO-YL-029,MOOVO自行車租借站,宗教社區,斗六南聖宮,斗六市,南聖路301號（南聖宮牌樓前廣場）,23.68822,120.55718,"23.68822, 120.55718",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六南聖宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,宗教社區","https://www.google.com/maps/search/?api=1&query=23.68822,120.55718",斗六南聖宮
MOOVO-YL-030,MOOVO自行車租借站,宗教社區,斗六新興宮(斗六媽),斗六市,中正路105號（新興宮廟前廣場）,23.70855,120.54162,"23.70855, 120.54162",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六新興宮(斗六媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,宗教社區","https://www.google.com/maps/search/?api=1&query=23.70855,120.54162",斗六新興宮
MOOVO-YL-031,MOOVO自行車租借站,宗教社區,斗六受天宮,斗六市,莊敬路受天宮前,23.7036568,120.5411182,"23.7036568, 120.5411182",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六受天宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,宗教社區","https://www.google.com/maps/search/?api=1&query=23.7036568,120.5411182",斗六門受天宮-天上聖母
MOOVO-YL-032,MOOVO自行車租借站,購物商圈,全聯斗六鎮南店,斗六市,鎮南路全聯福利中心前,23.70048,120.54371,"23.70048, 120.54371",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於全聯斗六鎮南店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,購物商圈","https://www.google.com/maps/search/?api=1&query=23.70048,120.54371",全聯福利中心Pxmart 斗六鎮南
MOOVO-YL-033,MOOVO自行車租借站,購物商圈,全聯斗六上海店,斗六市,上海路全聯旁,23.70751,120.53842,"23.70751, 120.53842",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於全聯斗六上海店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,購物商圈","https://www.google.com/maps/search/?api=1&query=23.70751,120.53842",全聯福利中心Pxmart 斗六上海
MOOVO-YL-034,MOOVO自行車租借站,購物商圈,全聯斗六西平店,斗六市,西平路全聯前停車場旁,23.71642,120.53635,"23.71642, 120.53635",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於全聯斗六西平店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,購物商圈","https://www.google.com/maps/search/?api=1&query=23.71642,120.53635",全聯福利中心Pxmart 斗六西平
MOOVO-YL-035,MOOVO自行車租借站,觀光休閒,斗六市藝術水岸園區,斗六市,藝術水岸園區停車場旁,23.70215,120.54018,"23.70215, 120.54018",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六市藝術水岸園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70215,120.54018",斗六藝術水岸園區
MOOVO-YL-036,MOOVO自行車租借站,交通轉運,石榴火車站,斗六市,石榴火車站站前廣場,23.731723,120.5709588,"23.731723, 120.5709588",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於石榴火車站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,交通轉運","https://www.google.com/maps/search/?api=1&query=23.731723,120.5709588",石榴火車站
MOOVO-YL-037,MOOVO自行車租借站,機關醫療,斗六工業區服務中心,斗六市,斗工十路斗六工業區管委會旁,23.74182,120.57015,"23.74182, 120.57015",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於斗六工業區服務中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,機關醫療","https://www.google.com/maps/search/?api=1&query=23.74182,120.57015",經濟部斗六產業園區服務中心
MOOVO-YL-038,MOOVO自行車租借站,觀光休閒,寧濟御庭山水園區,斗六市,貞寮路寧濟御庭大門口,23.7362873,120.5558886,"23.7362873, 120.5558886",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於寧濟御庭山水園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.7362873,120.5558886",寧濟御庭園林山水文化園區
MOOVO-YL-039,MOOVO自行車租借站,宗教社區,長安社區活動中心,斗六市,長安路活動中心前,23.7267088,120.541983,"23.7267088, 120.541983",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於長安社區活動中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,宗教社區","https://www.google.com/maps/search/?api=1&query=23.7267088,120.541983",斗六市長安社區發展協會活動中心
MOOVO-YL-040,MOOVO自行車租借站,學校文教,梅林社區活動中心(梅林國小),斗六市,梅林路梅林國小旁,23.69785,120.58721,"23.69785, 120.58721",0809-099-002,24小時營運,斗六市重要MOOVO租借點，位於梅林社區活動中心(梅林國小)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗六市,學校文教","https://www.google.com/maps/search/?api=1&query=23.69785,120.58721",梅林社區活動中心
MOOVO-YL-041,MOOVO自行車租借站,交通轉運,台灣高鐵雲林站,虎尾鎮,站前東路301號（高鐵站出入口接駁區）,23.73785,120.43328,"23.73785, 120.43328",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於台灣高鐵雲林站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,交通轉運","https://www.google.com/maps/search/?api=1&query=23.73785,120.43328",雲林
MOOVO-YL-042,MOOVO自行車租借站,學校文教,國立虎尾科技大學(文化路正門),虎尾鎮,文化路64號（虎科大第一校區校門口）,23.70442,120.43555,"23.70442, 120.43555",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於國立虎尾科技大學(文化路正門)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.70442,120.43555",國立虎尾科技大學
MOOVO-YL-043,MOOVO自行車租借站,學校文教,虎尾科技大學(八德街二校區),虎尾鎮,八德街虎科大第二校區側門/宿舍區,23.70221,120.43854,"23.70221, 120.43854",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾科技大學(八德街二校區)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.70221,120.43854",國立虎尾科技大學
MOOVO-YL-044,MOOVO自行車租借站,學校文教,虎尾科技大學(高鐵校區),虎尾鎮,高鐵校區大門口旁,23.73605,120.43628,"23.73605, 120.43628",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾科技大學(高鐵校區)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.73605,120.43628",國立虎尾科技大學
MOOVO-YL-045,MOOVO自行車租借站,觀光休閒,雲林故事館 / 布袋戲館,虎尾鎮,林森路一段528號（布袋戲館旁廣場）,23.709297,120.4245505,"23.709297, 120.4245505",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於雲林故事館 / 布袋戲館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.709297,120.4245505",雲林布袋戲館
MOOVO-YL-046,MOOVO自行車租借站,觀光休閒,虎尾合同廳舍(誠品/星巴克),虎尾鎮,林森路一段合同廳舍對面,23.70881,120.43418,"23.70881, 120.43418",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾合同廳舍(誠品/星巴克)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70881,120.43418",虎尾合同廳舍
MOOVO-YL-047,MOOVO自行車租借站,觀光休閒,建國一村眷村文化園區,虎尾鎮,建國一村入口服務中心旁,23.7142012,120.4130416,"23.7142012, 120.4130416",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於建國一村眷村文化園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.7142012,120.4130416",建國一村
MOOVO-YL-048,MOOVO自行車租借站,觀光休閒,虎尾糖廠冰品部 / 同心公園,虎尾鎮,中山路與民主三路口（同心公園入口）,23.70325,120.43592,"23.70325, 120.43592",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾糖廠冰品部 / 同心公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.70325,120.43592",台糖虎尾糖廠冰品部
MOOVO-YL-049,MOOVO自行車租借站,觀光休閒,虎尾鐵橋 / 糖鐵五分車站,虎尾鎮,中山路底虎尾鐵橋步道起點,23.7041765,120.4273507,"23.7041765, 120.4273507",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾鐵橋 / 糖鐵五分車站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.7041765,120.4273507",虎尾驛
MOOVO-YL-050,MOOVO自行車租借站,機關醫療,虎尾鎮公所,虎尾鎮,勝利路66號（公所廣場旁）,23.70581,120.42845,"23.70581, 120.42845",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾鎮公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.70581,120.42845",雲林縣虎尾鎮公所
MOOVO-YL-051,MOOVO自行車租借站,學校文教,虎尾鎮立圖書館 / 體育場,虎尾鎮,光明路124號（圖書館前）,23.70862,120.43948,"23.70862, 120.43948",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾鎮立圖書館 / 體育場，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.70862,120.43948",雲林縣虎尾鎮立圖書館
MOOVO-YL-052,MOOVO自行車租借站,機關醫療,臺大醫院雲林分院虎尾院區,虎尾鎮,學府路99號（臺大醫院正門口）,23.73188,120.43825,"23.73188, 120.43825",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於臺大醫院雲林分院虎尾院區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.73188,120.43825",國立臺灣大學醫學院附設醫院雲林分院虎尾院區
MOOVO-YL-053,MOOVO自行車租借站,機關醫療,虎尾若瑟醫院,虎尾鎮,新生路74號（若瑟醫院側門旁）,23.70645,120.43162,"23.70645, 120.43162",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾若瑟醫院，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.70645,120.43162",天主教若瑟醫療財團法人若瑟醫院
MOOVO-YL-054,MOOVO自行車租借站,學校文教,國立虎尾高級中學,虎尾鎮,光復路222號（虎尾高中校門前）,23.71202,120.43852,"23.71202, 120.43852",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於國立虎尾高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.71202,120.43852",國立虎尾高級中學
MOOVO-YL-055,MOOVO自行車租借站,學校文教,國立虎尾高級農工職業學校,虎尾鎮,博愛路65號（虎尾農工大門）,23.7148646,120.4275559,"23.7148646, 120.4275559",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於國立虎尾高級農工職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.7148646,120.4275559",國立虎尾高級農工職業學校
MOOVO-YL-056,MOOVO自行車租借站,學校文教,虎尾國中,虎尾鎮,安慶里虎尾國中旁,23.71415,120.43168,"23.71415, 120.43168",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於虎尾國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.71415,120.43168",雲林縣立虎尾國民中學
MOOVO-YL-057,MOOVO自行車租借站,學校文教,東仁國中,虎尾鎮,東仁路東仁國中校門前,23.70755,120.44521,"23.70755, 120.44521",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於東仁國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.70755,120.44521",雲林縣立東仁國民中學
MOOVO-YL-058,MOOVO自行車租借站,觀光休閒,興隆毛巾觀光工廠,虎尾鎮,埒內里84-1號（觀光工廠大門口）,23.724982,120.4341523,"23.724982, 120.4341523",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於興隆毛巾觀光工廠，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.724982,120.4341523",興隆毛巾觀光工廠
MOOVO-YL-059,MOOVO自行車租借站,觀光休閒,頂溪社區屋頂上的貓彩繪村,虎尾鎮,頂溪里貓屋彩繪公園旁,23.72855,120.45632,"23.72855, 120.45632",0809-099-002,24小時營運,虎尾鎮重要MOOVO租借點，位於頂溪社區屋頂上的貓彩繪村，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.72855,120.45632",屋頂上的貓
